Time (seconds)	TX_1 (S_21 (dB))	TX_2 (S_21 (dB))	TX_3 (S_21 (dB))	TX_4 (S_21 (dB))	TX_5 (S_21 (dB))	TX_6 (S_21 (dB))	TX_7 (S_21 (dB))	TX_8 (S_21 (dB))	
4.2562	-13.7270-0.0100i	-29.0053-0.0617i	-12.6095+0.0055i	-7.8621+0.1388i	-29.2523-0.0618i	-52.5606-0.0633i	-21.6362+1.7890i	-33.2845-0.0627i
4.2583	-13.7394-0.0101i	-29.0651-0.0617i	-12.6189+0.0053i	-7.8641+0.1387i	-29.0973-0.0617i	-51.3206-0.0633i	-21.4050+1.7885i	-33.4512-0.0627i
4.2604	-13.8223-0.0111i	-29.0615-0.0617i	-12.5989+0.0056i	-7.8472+0.1395i	-29.1681-0.0617i	-50.4235-0.0633i	-21.0366+1.7877i	-33.8140-0.0627i
4.2625	-13.7914-0.0107i	-29.1372-0.0617i	-12.5694+0.0061i	-7.8345+0.1401i	-29.1612-0.0617i	-49.6217-0.0633i	-20.6279+1.7867i	-33.7451-0.0627i
4.2646	-13.8804-0.0118i	-29.0927-0.0617i	-12.5707+0.0061i	-7.7974+0.1418i	-29.1291-0.0617i	-48.7514-0.0633i	-20.3156+1.7859i	-34.3113-0.0628i
4.2667	-13.8409-0.0113i	-29.1673-0.0617i	-12.5418+0.0065i	-7.7903+0.1422i	-28.9337-0.0616i	-48.0932-0.0633i	-20.1085+1.7853i	-34.2840-0.0628i
4.2687	-13.9164-0.0122i	-29.1607-0.0617i	-12.5001+0.0072i	-7.7801+0.1426i	-28.9868-0.0617i	-47.4820-0.0633i	-19.6220+1.7838i	-34.6707-0.0628i
4.2708	-13.9133-0.0122i	-29.2228-0.0618i	-12.4799+0.0075i	-7.7624+0.1435i	-29.0696-0.0617i	-46.9472-0.0633i	-19.3454+1.7829i	-34.7542-0.0628i
4.2729	-13.9463-0.0126i	-29.2126-0.0617i	-12.4398+0.0082i	-7.7109+0.1459i	-28.9921-0.0617i	-46.3845-0.0632i	-18.9968+1.7817i	-35.1974-0.0629i
4.2750	-13.9701-0.0128i	-29.2322-0.0618i	-12.4243+0.0084i	-7.7043+0.1463i	-28.9174-0.0616i	-45.8863-0.0632i	-18.8557+1.7812i	-35.3664-0.0629i
4.2771	-14.0082-0.0133i	-29.2436-0.0618i	-12.3846+0.0091i	-7.6725+0.1478i	-28.9288-0.0616i	-45.4502-0.0632i	-18.5043+1.7798i	-35.7678-0.0629i
4.2792	-13.9006-0.0120i	-29.2432-0.0618i	-12.3304+0.0100i	-7.5949+0.1516i	-28.7674-0.0616i	-44.9714-0.0632i	-18.6131+1.7802i	-35.8307-0.0629i
4.2812	-13.9643-0.0128i	-29.2356-0.0618i	-12.3048+0.0104i	-7.5531+0.1537i	-28.7569-0.0616i	-44.4966-0.0632i	-18.3120+1.7790i	-36.3797-0.0630i
4.2833	-14.0164-0.0134i	-29.3230-0.0618i	-12.3943+0.0089i	-7.7883+0.1423i	-28.7311-0.0616i	-44.2151-0.0632i	-17.7966+1.7766i	-36.5329-0.0630i
4.2854	-14.0191-0.0134i	-29.3424-0.0618i	-12.3049+0.0104i	-7.6531+0.1487i	-28.6960-0.0616i	-43.7909-0.0632i	-17.6175+1.7758i	-37.1075-0.0630i
4.2875	-14.0213-0.0134i	-29.3943-0.0618i	-12.3681+0.0093i	-7.7808+0.1426i	-28.6504-0.0615i	-43.4835-0.0632i	-17.3350+1.7743i	-37.3286-0.0630i
4.2896	-14.0341-0.0136i	-29.4441-0.0618i	-12.3930+0.0089i	-7.8166+0.1409i	-28.6147-0.0615i	-43.1114-0.0632i	-17.1045+1.7730i	-37.7082-0.0631i
4.2917	-13.9940-0.0131i	-29.4850-0.0618i	-12.4266+0.0084i	-7.8706+0.1384i	-28.6694-0.0615i	-42.8208-0.0632i	-16.9086+1.7719i	-37.8364-0.0631i
4.2938	-13.9985-0.0132i	-29.5570-0.0619i	-12.3872+0.0090i	-7.7861+0.1424i	-28.6127-0.0615i	-42.4325-0.0632i	-16.7234+1.7708i	-38.3204-0.0631i
4.2958	-13.9545-0.0126i	-29.5959-0.0619i	-12.4129+0.0086i	-7.8652+0.1387i	-28.7438-0.0616i	-42.1732-0.0632i	-16.4970+1.7694i	-38.5239-0.0631i
4.2979	-13.9671-0.0128i	-29.6560-0.0619i	-12.3934+0.0089i	-7.8043+0.1415i	-28.6607-0.0615i	-41.8475-0.0632i	-16.2800+1.7679i	-39.1457-0.0631i
4.3000	-13.9148-0.0122i	-29.7017-0.0619i	-12.4044+0.0087i	-7.8435+0.1397i	-28.6871-0.0616i	-41.5904-0.0632i	-16.1355+1.7669i	-39.3274-0.0631i
4.3021	-13.9211-0.0123i	-29.7928-0.0619i	-12.3779+0.0092i	-7.8275+0.1404i	-28.7275-0.0616i	-41.3616-0.0632i	-15.8668+1.7650i	-39.8015-0.0631i
4.3042	-13.9030-0.0120i	-29.8290-0.0620i	-12.3833+0.0091i	-7.8870+0.1377i	-28.8919-0.0616i	-41.1219-0.0632i	-15.6217+1.7631i	-39.9774-0.0631i
4.3063	-13.8733-0.0117i	-29.8896-0.0620i	-12.3690+0.0093i	-7.8376+0.1399i	-28.8458-0.0616i	-40.8678-0.0632i	-15.4786+1.7619i	-40.8267-0.0632i
4.3083	-13.8306-0.0112i	-29.9663-0.0620i	-12.3709+0.0093i	-7.8637+0.1387i	-28.8477-0.0616i	-40.6356-0.0632i	-15.3151+1.7606i	-41.0517-0.0632i
4.3104	-13.8258-0.0111i	-29.9978-0.0620i	-12.3533+0.0096i	-7.8456+0.1396i	-28.9048-0.0616i	-40.4654-0.0632i	-14.9676+1.7575i	-41.4865-0.0632i
4.3125	-13.7776-0.0106i	-30.0540-0.0620i	-12.3470+0.0097i	-7.8638+0.1387i	-28.9939-0.0617i	-40.2361-0.0632i	-14.8402+1.7563i	-41.8290-0.0632i
4.3146	-13.7406-0.0101i	-30.1126-0.0620i	-12.3305+0.0100i	-7.8122+0.1411i	-28.9918-0.0617i	-40.0624-0.0632i	-14.7623+1.7556i	-42.6193-0.0632i
4.3167	-13.7258-0.0099i	-30.1510-0.0620i	-12.3231+0.0101i	-7.8474+0.1395i	-29.0746-0.0617i	-39.8583-0.0631i	-14.5440+1.7534i	-42.8632-0.0632i
4.3187	-13.7241-0.0099i	-30.1740-0.0621i	-12.3528+0.0096i	-7.9031+0.1369i	-29.0887-0.0617i	-39.7517-0.0631i	-14.3787+1.7517i	-43.7298-0.0632i
4.3208	-13.6916-0.0095i	-30.2413-0.0621i	-12.3381+0.0098i	-7.8947+0.1373i	-29.1174-0.0617i	-39.5686-0.0631i	-14.1649+1.7494i	-44.1056-0.0632i
4.3229	-13.6639-0.0092i	-30.1717-0.0621i	-12.3448+0.0097i	-7.8985+0.1371i	-29.1457-0.0617i	-39.4104-0.0631i	-14.0557+1.7482i	-45.3635-0.0632i
4.3250	-13.6353-0.0088i	-30.1683-0.0620i	-12.3345+0.0099i	-7.9252+0.1359i	-29.3198-0.0618i	-39.2363-0.0631i	-13.9486+1.7470i	-45.6780-0.0632i
4.3271	-13.6082-0.0085i	-30.1533-0.0620i	-12.3349+0.0099i	-7.9427+0.1351i	-29.3338-0.0618i	-39.2297-0.0631i	-13.7020+1.7441i	-46.9016-0.0633i
4.3292	-13.6081-0.0085i	-30.1485-0.0620i	-12.3348+0.0099i	-7.9698+0.1339i	-29.4953-0.0618i	-39.0534-0.0631i	-13.5363+1.7420i	-47.2159-0.0633i
4.3312	-13.5841-0.0082i	-30.1114-0.0620i	-12.3360+0.0099i	-7.9491+0.1348i	-29.5320-0.0619i	-39.0331-0.0631i	-13.3916+1.7402i	-48.1482-0.0633i
4.3333	-13.5506-0.0078i	-30.0705-0.0620i	-12.3289+0.0100i	-7.9465+0.1349i	-29.5979-0.0619i	-38.8757-0.0631i	-13.3096+1.7391i	-48.8710-0.0633i
4.3354	-13.5336-0.0076i	-30.0803-0.0620i	-12.3183+0.0102i	-7.9869+0.1331i	-29.6654-0.0619i	-38.8629-0.0631i	-13.1120+1.7364i	-50.4559-0.0633i
4.3375	-13.5357-0.0076i	-30.0326-0.0620i	-12.3232+0.0101i	-8.0045+0.1323i	-29.7764-0.0619i	-38.7379-0.0631i	-12.9801+1.7345i	-51.0653-0.0633i
4.3396	-13.5083-0.0072i	-29.9626-0.0620i	-12.3122+0.0103i	-8.0182+0.1317i	-29.8211-0.0619i	-38.6904-0.0631i	-12.8337+1.7324i	-53.9143-0.0633i
4.3417	-13.4095-0.0060i	-29.8485-0.0620i	-12.2804+0.0108i	-7.9698+0.1339i	-29.8431-0.0620i	-38.5487-0.0631i	-12.9416+1.7340i	-54.3589-0.0633i
4.3438	-13.4165-0.0061i	-29.8618-0.0620i	-12.2858+0.0107i	-8.0245+0.1314i	-29.9412-0.0620i	-38.6729-0.0631i	-12.6827+1.7301i	-56.5519-0.0633i
4.3458	-13.4858-0.0069i	-29.7907-0.0619i	-12.2930+0.0106i	-8.0541+0.1301i	-30.0548-0.0620i	-38.5733-0.0631i	-12.5161+1.7275i	-58.5559-0.0633i
4.3479	-13.4557-0.0066i	-29.7005-0.0619i	-12.3052+0.0104i	-7.9867+0.1331i	-29.9268-0.0620i	-38.5418-0.0631i	-12.5944+1.7287i	-93.6459-0.0633i
4.3500	-13.4932-0.0070i	-29.6300-0.0619i	-12.3251+0.0101i	-8.0451+0.1305i	-30.0506-0.0620i	-38.4889-0.0631i	-12.3702+1.7251i	-87.6153-0.0633i
4.3521	-13.4475-0.0065i	-29.7166-0.0619i	-12.2764+0.0109i	-8.0499+0.1303i	-30.1436-0.0620i	-38.6561-0.0631i	-12.1426+1.7213i	-74.2066-0.0633i
4.3542	-13.4996-0.0071i	-29.6147-0.0619i	-12.2947+0.0106i	-8.0720+0.1293i	-30.1847-0.0621i	-38.5904-0.0631i	-11.9337+1.7176i	-67.3273-0.0633i
4.3563	-13.4775-0.0068i	-29.6300-0.0619i	-12.2861+0.0107i	-8.0659+0.1296i	-30.2008-0.0621i	-38.6325-0.0631i	-11.8159+1.7154i	-59.5585-0.0633i
4.3583	-13.4772-0.0068i	-29.5326-0.0619i	-12.2626+0.0111i	-8.0567+0.1300i	-30.3475-0.0621i	-38.6002-0.0631i	-11.7571+1.7143i	-58.0163-0.0633i
4.3604	-13.4935-0.0070i	-29.5993-0.0619i	-12.2567+0.0112i	-8.0889+0.1286i	-30.3598-0.0621i	-38.7912-0.0631i	-11.5367+1.7100i	-55.4237-0.0633i
4.3625	-13.5214-0.0074i	-29.5107-0.0618i	-12.2571+0.0112i	-8.0932+0.1284i	-30.4391-0.0621i	-38.7635-0.0631i	-11.4135+1.7075i	-56.2819-0.0633i
4.3646	-13.5306-0.0075i	-29.6155-0.0619i	-12.2665+0.0110i	-8.1123+0.1276i	-30.4653-0.0621i	-38.9512-0.0631i	-11.2571+1.7043i	-53.1886-0.0633i
4.3667	-13.5214-0.0074i	-29.5042-0.0618i	-12.2667+0.0110i	-8.1017+0.1280i	-30.5128-0.0621i	-38.9443-0.0631i	-11.2015+1.7031i	-52.6016-0.0633i
4.3688	-13.5427-0.0077i	-29.5685-0.0619i	-12.2632+0.0111i	-8.1050+0.1279i	-30.5146-0.0621i	-39.1079-0.0631i	-11.0808+1.7005i	-51.1883-0.0633i
4.3708	-13.5730-0.0081i	-29.5712-0.0619i	-12.2724+0.0109i	-8.1131+0.1275i	-30.6185-0.0622i	-39.1594-0.0631i	-10.9125+1.6967i	-51.2861-0.0633i
4.3729	-13.6127-0.0086i	-29.6206-0.0619i	-12.2711+0.0110i	-8.1045+0.1279i	-30.5970-0.0622i	-39.3432-0.0631i	-10.7337+1.6925i	-49.3706-0.0633i
4.3750	-13.6216-0.0087i	-29.5480-0.0619i	-12.2407+0.0115i	-8.1005+0.1281i	-30.6140-0.0622i	-39.3926-0.0631i	-10.7091+1.6919i	-49.6350-0.0633i
4.3771	-13.6200-0.0086i	-29.5863-0.0619i	-12.2464+0.0114i	-8.0911+0.1285i	-30.5521-0.0622i	-39.5902-0.0631i	-10.6680+1.6909i	-48.7405-0.0633i
4.3792	-13.6615-0.0092i	-29.5516-0.0619i	-12.2665+0.0110i	-8.0814+0.1289i	-30.6112-0.0622i	-39.6716-0.0631i	-10.5431+1.6879i	-48.7221-0.0633i
4.3812	-13.6482-0.0090i	-29.5584-0.0619i	-12.2634+0.0111i	-8.0640+0.1297i	-30.5298-0.0621i	-39.8636-0.0631i	-10.4939+1.6866i	-47.6438-0.0633i
4.3833	-13.6580-0.0091i	-29.5695-0.0619i	-12.2750+0.0109i	-8.0575+0.1300i	-30.5370-0.0621i	-39.9791-0.0631i	-10.3943+1.6841i	-47.5931-0.0633i
4.3854	-13.6491-0.0090i	-29.5375-0.0619i	-12.2689+0.0110i	-8.0393+0.1308i	-30.5972-0.0622i	-40.1661-0.0632i	-10.3144+1.6820i	-46.9207-0.0633i
4.3875	-13.7221-0.0099i	-29.5165-0.0619i	-12.2913+0.0106i	-8.0631+0.1297i	-30.5898-0.0622i	-40.3228-0.0632i	-10.1551+1.6778i	-46.6829-0.0632i
4.3896	-13.7103-0.0098i	-29.5176-0.0619i	-12.2782+0.0108i	-7.9898+0.1330i	-30.5705-0.0622i	-40.6403-0.0632i	-10.0894+1.6760i	-45.7329-0.0632i
4.3917	-13.7245-0.0099i	-29.4974-0.0618i	-12.2807+0.0108i	-7.9881+0.1331i	-30.5566-0.0622i	-40.7729-0.0632i	-10.0622+1.6752i	-45.3777-0.0632i
4.3937	-13.7517-0.0103i	-29.5519-0.0619i	-12.2778+0.0108i	-7.9839+0.1332i	-30.6200-0.0622i	-41.1514-0.0632i	-9.8792+1.6700i	-45.2335-0.0632i
4.3958	-13.7957-0.0108i	-29.5316-0.0619i	-12.2833+0.0107i	-7.9948+0.1328i	-30.5837-0.0622i	-41.3625-0.0632i	-9.7431+1.6660i	-44.9523-0.0632i
4.3979	-13.7927-0.0107i	-29.5706-0.0619i	-12.2651+0.0111i	-7.9144+0.1364i	-30.5524-0.0622i	-41.6733-0.0632i	-9.6878+1.6644i	-44.1126-0.0632i
4.4000	-13.7790-0.0106i	-29.5445-0.0619i	-12.2718+0.0109i	-7.8756+0.1382i	-30.4367-0.0621i	-41.9107-0.0632i	-9.6423+1.6630i	-44.5026-0.0632i
4.4021	-13.8015-0.0109i	-29.4664-0.0618i	-12.3381+0.0098i	-7.9349+0.1355i	-30.4600-0.0621i	-42.2553-0.0632i	-9.5594+1.6604i	-43.9614-0.0632i
4.4042	-13.6918-0.0095i	-29.4398-0.0618i	-12.3953+0.0089i	-7.9719+0.1338i	-30.3882-0.0621i	-42.5103-0.0632i	-9.3802+1.6547i	-45.8108-0.0632i
4.4062	-13.7374-0.0101i	-29.4767-0.0618i	-12.4664+0.0077i	-8.0403+0.1307i	-30.3718-0.0621i	-43.0215-0.0632i	-9.2995+1.6521i	-44.9385-0.0632i
4.4083	-13.8228-0.0111i	-29.4667-0.0618i	-12.5586+0.0063i	-8.1666+0.1252i	-30.2789-0.0621i	-43.4060-0.0632i	-9.2752+1.6513i	-43.5518-0.0632i
4.4104	-13.7974-0.0108i	-29.4684-0.0618i	-12.6035+0.0056i	-8.1891+0.1242i	-30.2475-0.0621i	-43.9378-0.0632i	-9.1490+1.6470i	-43.7888-0.0632i
4.4125	-13.8360-0.0113i	-29.4535-0.0618i	-12.7055+0.0040i	-8.2754+0.1206i	-30.1898-0.0621i	-44.3904-0.0632i	-9.1414+1.6468i	-42.8618-0.0632i
4.4146	-13.8287-0.0112i	-29.4402-0.0618i	-12.7474+0.0033i	-8.3015+0.1195i	-30.1149-0.0620i	-45.0047-0.0632i	-9.0614+1.6440i	-43.1161-0.0632i
4.4167	-13.8277-0.0112i	-29.4593-0.0618i	-12.8223+0.0022i	-8.3914+0.1158i	-30.0654-0.0620i	-45.6047-0.0632i	-8.9244+1.6391i	-43.2563-0.0632i
4.4188	-13.8491-0.0114i	-29.4829-0.0618i	-12.8621+0.0016i	-8.4306+0.1142i	-30.0422-0.0620i	-46.3763-0.0632i	-8.8154+1.6351i	-42.7184-0.0632i
4.4208	-13.8431-0.0113i	-29.4496-0.0618i	-12.9284+0.0007i	-8.4616+0.1129i	-30.0415-0.0620i	-47.0981-0.0633i	-8.7524+1.6328i	-42.9172-0.0632i
4.4229	-13.8545-0.0115i	-29.4210-0.0618i	-12.9755-0.0000i	-8.4780+0.1123i	-29.9326-0.0620i	-48.1440-0.0633i	-8.6820+1.6301i	-42.3493-0.0632i
4.4250	-13.8461-0.0114i	-29.4085-0.0618i	-13.0387-0.0009i	-8.5385+0.1099i	-29.8305-0.0620i	-49.1092-0.0633i	-8.6380+1.6284i	-42.0902-0.0632i
4.4271	-13.8637-0.0116i	-29.4394-0.0618i	-13.0697-0.0014i	-8.5670+0.1087i	-29.8281-0.0619i	-50.7071-0.0633i	-8.5088+1.6234i	-41.9713-0.0632i
4.4292	-13.8709-0.0117i	-29.4023-0.0618i	-13.1310-0.0022i	-8.6457+0.1057i	-29.8127-0.0619i	-52.2047-0.0633i	-8.3956+1.6188i	-42.0468-0.0632i
4.4313	-13.8670-0.0116i	-29.3847-0.0618i	-13.1715-0.0028i	-8.6375+0.1060i	-29.7107-0.0619i	-54.4184-0.0633i	-8.3530+1.6171i	-41.7749-0.0632i
4.4333	-13.8377-0.0113i	-29.4020-0.0618i	-13.2239-0.0035i	-8.6717+0.1047i	-29.6006-0.0619i	-57.0357-0.0633i	-8.3472+1.6168i	-41.3700-0.0632i
4.4354	-13.8925-0.0119i	-29.4286-0.0618i	-13.2577-0.0039i	-8.6862+0.1041i	-29.5670-0.0619i	-62.0598-0.0633i	-8.1575+1.6088i	-41.3986-0.0632i
4.4375	-13.8856-0.0118i	-29.3895-0.0618i	-13.2992-0.0045i	-8.7549+0.1015i	-29.5379-0.0619i	-72.5454-0.0633i	-8.0728+1.6051i	-41.4100-0.0632i
4.4396	-13.8871-0.0119i	-29.4213-0.0618i	-13.3421-0.0051i	-8.7681+0.1010i	-29.4700-0.0618i	-66.7263-0.0633i	-8.0871+1.6058i	-41.1728-0.0632i
4.4417	-13.8645-0.0116i	-29.3740-0.0618i	-13.3852-0.0056i	-8.8012+0.0998i	-29.4053-0.0618i	-59.8274-0.0633i	-8.0338+1.6034i	-41.4432-0.0632i
4.4437	-13.8543-0.0115i	-29.4068-0.0618i	-13.3950-0.0058i	-8.7971+0.1000i	-29.3064-0.0618i	-55.3462-0.0633i	-7.9896+1.6014i	-41.6068-0.0632i
4.4458	-13.8459-0.0114i	-29.3748-0.0618i	-13.4472-0.0065i	-8.8163+0.0993i	-29.3061-0.0618i	-52.5284-0.0633i	-7.9883+1.6014i	-40.9402-0.0632i
4.4479	-13.8279-0.0112i	-29.3972-0.0618i	-13.4540-0.0065i	-8.8062+0.0996i	-29.2544-0.0618i	-50.1268-0.0633i	-7.9307+1.5988i	-40.9787-0.0632i
4.4500	-13.8294-0.0112i	-29.3609-0.0618i	-13.4941-0.0071i	-8.8644+0.0975i	-29.2823-0.0618i	-48.3671-0.0633i	-7.8647+1.5957i	-40.9396-0.0632i
4.4521	-13.8226-0.0111i	-29.3991-0.0618i	-13.5088-0.0072i	-8.8435+0.0982i	-29.2123-0.0617i	-46.5905-0.0632i	-7.7537+1.5905i	-40.8080-0.0632i
4.4542	-13.8068-0.0109i	-29.4453-0.0618i	-13.5435-0.0077i	-8.8797+0.0969i	-29.2174-0.0617i	-45.2614-0.0632i	-7.6598+1.5860i	-40.7616-0.0632i
4.4562	-13.8285-0.0112i	-29.4822-0.0618i	-13.5505-0.0078i	-8.8842+0.0968i	-29.1699-0.0617i	-43.8473-0.0632i	-7.5826+1.5822i	-40.4181-0.0632i
4.4583	-13.7688-0.0105i	-29.5156-0.0619i	-13.5757-0.0081i	-8.9099+0.0958i	-29.1935-0.0617i	-42.8170-0.0632i	-7.5713+1.5817i	-40.4851-0.0632i
4.4604	-13.7465-0.0102i	-29.5818-0.0619i	-13.5783-0.0081i	-8.8835+0.0968i	-29.1391-0.0617i	-41.7061-0.0632i	-7.3767+1.5717i	-40.0798-0.0632i
4.4625	-13.7188-0.0099i	-29.6325-0.0619i	-13.6138-0.0086i	-8.9219+0.0954i	-29.1687-0.0617i	-40.7927-0.0632i	-7.3107+1.5683i	-40.2207-0.0632i
4.4646	-13.7427-0.0101i	-29.5666-0.0619i	-13.6153-0.0086i	-8.8930+0.0964i	-29.1245-0.0617i	-39.8495-0.0631i	-7.3579+1.5708i	-39.9848-0.0631i
4.4667	-13.6619-0.0092i	-29.4991-0.0618i	-13.6096-0.0085i	-8.8790+0.0969i	-29.1338-0.0617i	-39.0603-0.0631i	-7.4515+1.5756i	-39.9613-0.0631i
4.4688	-13.6871-0.0095i	-29.5527-0.0619i	-13.6190-0.0086i	-8.8702+0.0973i	-29.1254-0.0617i	-38.1594-0.0631i	-7.3874+1.5723i	-39.9269-0.0631i
4.4708	-13.7700-0.0105i	-29.5525-0.0619i	-13.6445-0.0089i	-8.9123+0.0957i	-29.1525-0.0617i	-37.4423-0.0630i	-7.1556+1.5599i	-39.9332-0.0631i
4.4729	-13.7335-0.0100i	-29.5586-0.0619i	-13.6283-0.0087i	-8.8654+0.0974i	-29.1034-0.0617i	-36.6811-0.0630i	-7.1304+1.5585i	-39.8224-0.0631i
4.4750	-13.7515-0.0103i	-29.5401-0.0619i	-13.6620-0.0092i	-8.8837+0.0968i	-29.0670-0.0617i	-36.0427-0.0630i	-7.0786+1.5556i	-39.7062-0.0631i
4.4771	-13.7484-0.0102i	-29.5283-0.0619i	-13.6451-0.0090i	-8.8621+0.0976i	-29.0783-0.0617i	-35.4870-0.0629i	-6.9931+1.5508i	-39.7667-0.0631i
4.4792	-13.7502-0.0102i	-29.5091-0.0618i	-13.6617-0.0092i	-8.8654+0.0974i	-29.1464-0.0617i	-36.0846-0.0630i	-6.9427+1.5478i	-39.8353-0.0631i
4.4813	-13.7481-0.0102i	-29.5434-0.0619i	-13.6502-0.0090i	-8.8175+0.0992i	-29.1059-0.0617i	-35.7748-0.0629i	-6.8722+1.5437i	-39.7324-0.0631i
4.4833	-13.7240-0.0099i	-29.5113-0.0618i	-13.6492-0.0090i	-8.8302+0.0987i	-29.1921-0.0617i	-35.5698-0.0629i	-6.8133+1.5402i	-39.9442-0.0631i
4.4854	-13.7403-0.0101i	-29.4752-0.0618i	-13.6344-0.0088i	-8.7810+0.1006i	-29.1333-0.0617i	-35.2784-0.0629i	-6.7366+1.5355i	-39.8254-0.0631i
4.4875	-13.7290-0.0100i	-29.4885-0.0618i	-13.6437-0.0089i	-8.7799+0.1006i	-29.1483-0.0617i	-35.5599-0.0629i	-6.6416+1.5296i	-40.0035-0.0631i
4.4896	-13.7277-0.0100i	-29.4854-0.0618i	-13.6199-0.0086i	-8.7375+0.1022i	-29.1546-0.0617i	-35.2583-0.0629i	-6.5482+1.5237i	-39.9160-0.0631i
4.4917	-13.7167-0.0098i	-29.4209-0.0618i	-13.6206-0.0086i	-8.7375+0.1022i	-29.2289-0.0618i	-35.5504-0.0629i	-6.5417+1.5233i	-39.9053-0.0631i
4.4938	-13.7104-0.0098i	-29.4258-0.0618i	-13.5912-0.0083i	-8.6767+0.1045i	-29.2128-0.0617i	-35.3240-0.0629i	-6.4514+1.5174i	-39.8910-0.0631i
4.4958	-13.7205-0.0099i	-29.4421-0.0618i	-13.5985-0.0084i	-8.6828+0.1043i	-29.2502-0.0618i	-35.5419-0.0629i	-6.3393+1.5098i	-39.8962-0.0631i
4.4979	-13.7334-0.0100i	-29.4059-0.0618i	-13.5660-0.0080i	-8.6115+0.1070i	-29.2196-0.0618i	-35.3282-0.0629i	-6.2117+1.5010i	-39.7854-0.0631i
4.5000	-13.6912-0.0095i	-29.3876-0.0618i	-13.5487-0.0077i	-8.5927+0.1077i	-29.1664-0.0617i	-35.5439-0.0629i	-6.2164+1.5013i	-39.8931-0.0631i
4.5021	-13.6967-0.0096i	-29.4035-0.0618i	-13.5281-0.0075i	-8.5480+0.1095i	-29.2060-0.0617i	-35.4018-0.0629i	-6.1966+1.4999i	-39.8285-0.0631i
4.5042	-13.6842-0.0094i	-29.3970-0.0618i	-13.4940-0.0071i	-8.5424+0.1097i	-29.3036-0.0618i	-35.5475-0.0629i	-6.0672+1.4906i	-40.1175-0.0632i
4.5062	-13.6764-0.0093i	-29.4012-0.0618i	-13.4534-0.0065i	-8.4699+0.1126i	-29.2436-0.0618i	-35.4457-0.0629i	-6.0503+1.4894i	-40.0832-0.0632i
4.5083	-13.6248-0.0087i	-29.3948-0.0618i	-13.4516-0.0065i	-8.4373+0.1139i	-29.2260-0.0618i	-35.5811-0.0629i	-5.9894+1.4848i	-39.9539-0.0631i
4.5104	-13.6215-0.0087i	-29.3976-0.0618i	-13.3973-0.0058i	-8.3772+0.1163i	-29.2584-0.0618i	-35.4823-0.0629i	-5.9257+1.4800i	-40.0826-0.0632i
4.5125	-13.6404-0.0089i	-29.3358-0.0618i	-13.3902-0.0057i	-8.3582+0.1171i	-29.3759-0.0618i	-35.5954-0.0629i	-5.8992+1.4780i	-39.9881-0.0631i
4.5146	-13.6025-0.0084i	-29.3725-0.0618i	-13.3448-0.0051i	-8.2775+0.1205i	-29.3535-0.0618i	-35.4796-0.0629i	-5.7852+1.4691i	-39.9714-0.0631i
4.5167	-13.6202-0.0086i	-29.3193-0.0618i	-13.3175-0.0048i	-8.2588+0.1213i	-29.4067-0.0618i	-35.5706-0.0629i	-5.7221+1.4640i	-40.0332-0.0631i
4.5187	-13.6314-0.0088i	-29.3306-0.0618i	-13.2668-0.0041i	-8.1910+0.1242i	-29.4109-0.0618i	-35.4425-0.0629i	-5.6673+1.4595i	-40.0919-0.0632i
4.5208	-13.6499-0.0090i	-29.2990-0.0618i	-13.2452-0.0038i	-8.1578+0.1256i	-29.3984-0.0618i	-35.5395-0.0629i	-5.5727+1.4516i	-40.1029-0.0632i
4.5229	-13.6338-0.0088i	-29.3516-0.0618i	-13.1904-0.0030i	-8.0591+0.1299i	-29.3858-0.0618i	-35.4249-0.0629i	-5.5396+1.4488i	-39.9855-0.0631i
4.5250	-13.6180-0.0086i	-29.3152-0.0618i	-13.1648-0.0027i	-8.0203+0.1316i	-29.4512-0.0618i	-35.5732-0.0629i	-5.5606+1.4506i	-40.1152-0.0632i
4.5271	-13.6190-0.0086i	-29.2601-0.0618i	-13.1033-0.0018i	-7.9250+0.1359i	-29.4464-0.0618i	-35.4715-0.0629i	-5.5082+1.4461i	-40.0627-0.0632i
4.5292	-13.5248-0.0074i	-29.2328-0.0618i	-13.0432-0.0010i	-7.8417+0.1398i	-29.4707-0.0618i	-35.5688-0.0629i	-5.5313+1.4481i	-40.2212-0.0632i
4.5312	-13.5470-0.0077i	-29.2632-0.0618i	-12.9946-0.0003i	-7.7598+0.1436i	-29.4584-0.0618i	-35.4308-0.0629i	-5.5761+1.4519i	-40.1624-0.0632i
4.5333	-13.6329-0.0088i	-29.2316-0.0618i	-12.9603+0.0002i	-7.7700+0.1431i	-29.4105-0.0618i	-35.4799-0.0629i	-5.4282+1.4391i	-40.1315-0.0632i
4.5354	-13.6221-0.0087i	-29.2309-0.0618i	-12.8915+0.0012i	-7.6395+0.1494i	-29.3917-0.0618i	-35.3873-0.0629i	-5.3488+1.4320i	-40.1211-0.0632i
4.5375	-13.6666-0.0092i	-29.2154-0.0617i	-12.8640+0.0016i	-7.6413+0.1493i	-29.4189-0.0618i	-35.5449-0.0629i	-5.2257+1.4206i	-40.0589-0.0632i
4.5396	-13.6280-0.0087i	-29.1993-0.0617i	-12.7846+0.0028i	-7.5360+0.1545i	-29.3935-0.0618i	-35.3837-0.0629i	-5.1443+1.4128i	-40.1349-0.0632i
