Time (seconds)	TX1 (dB)	TX2 (dB)	TX3 (dB)	TX4 (dB)	TX5 (dB)	TX6 (dB)	TX7 (dB)	TX8 (dB)	
0.8562	-68.7563+0.7504i	-86.9691+0.7504i	-71.0169+0.7504i	-102.6511+0.7504i	-65.9889+0.7504i	-106.8576+0.7504i	-60.2455+0.7504i	-114.8484+0.7504i
0.8583	-68.8552+0.7504i	-86.6405+0.7504i	-70.9538+0.7504i	-102.9474+0.7504i	-66.0337+0.7504i	-101.6371+0.7504i	-60.3649+0.7504i	-110.9448+0.7504i
0.8604	-68.9617+0.7504i	-86.3559+0.7504i	-70.8941+0.7504i	-103.3098+0.7504i	-66.1017+0.7504i	-98.7918+0.7504i	-60.5025+0.7504i	-108.2699+0.7504i
0.8625	-69.0639+0.7504i	-86.0301+0.7504i	-70.8303+0.7504i	-103.6607+0.7504i	-66.1818+0.7504i	-96.6532+0.7504i	-60.6618+0.7504i	-106.0682+0.7504i
0.8646	-69.1702+0.7504i	-85.7549+0.7504i	-70.7658+0.7504i	-103.9921+0.7504i	-66.2739+0.7504i	-94.9289+0.7504i	-60.8585+0.7504i	-104.1699+0.7504i
0.8667	-69.2734+0.7504i	-85.4709+0.7504i	-70.7050+0.7504i	-104.4064+0.7504i	-66.3540+0.7504i	-93.0063+0.7504i	-61.0396+0.7504i	-102.6946+0.7504i
0.8688	-69.3820+0.7504i	-85.2267+0.7504i	-70.6405+0.7504i	-104.7660+0.7504i	-66.4476+0.7504i	-91.3849+0.7504i	-61.2460+0.7504i	-101.4064+0.7504i
0.8708	-69.4811+0.7504i	-84.9828+0.7504i	-70.5816+0.7504i	-105.2113+0.7504i	-66.5475+0.7504i	-89.9185+0.7504i	-61.4627+0.7504i	-100.2424+0.7504i
0.8729	-69.5898+0.7504i	-84.7802+0.7504i	-70.5223+0.7504i	-105.6184+0.7504i	-66.6456+0.7504i	-88.6414+0.7504i	-61.7337+0.7504i	-99.1720+0.7504i
0.8750	-69.6913+0.7504i	-84.5670+0.7504i	-70.4637+0.7504i	-106.1015+0.7504i	-66.7607+0.7504i	-87.3683+0.7504i	-61.9859+0.7504i	-98.2352+0.7504i
0.8771	-69.7987+0.7504i	-84.3878+0.7504i	-70.3999+0.7504i	-106.5279+0.7504i	-66.8728+0.7504i	-86.2956+0.7504i	-62.2939+0.7504i	-97.3324+0.7504i
0.8792	-69.9010+0.7504i	-84.1750+0.7504i	-70.3453+0.7504i	-107.1078+0.7504i	-66.9983+0.7504i	-85.1669+0.7504i	-62.5964+0.7504i	-96.5200+0.7504i
0.8812	-70.0095+0.7504i	-84.0475+0.7504i	-70.2972+0.7504i	-107.5321+0.7504i	-67.1320+0.7504i	-84.1995+0.7504i	-62.9619+0.7504i	-95.7494+0.7504i
0.8833	-70.1109+0.7504i	-83.8772+0.7504i	-70.2391+0.7504i	-108.1901+0.7504i	-67.2627+0.7504i	-83.2155+0.7504i	-63.3192+0.7504i	-95.0429+0.7504i
0.8854	-70.2109+0.7504i	-83.7129+0.7504i	-70.1829+0.7504i	-108.9341+0.7504i	-67.4337+0.7504i	-82.2581+0.7504i	-63.6814+0.7504i	-94.3839+0.7504i
0.8875	-70.3192+0.7504i	-83.5883+0.7504i	-70.1333+0.7504i	-109.6475+0.7504i	-67.5892+0.7504i	-81.3939+0.7504i	-64.1276+0.7504i	-93.7154+0.7504i
0.8896	-70.4377+0.7504i	-83.4932+0.7504i	-70.0743+0.7504i	-110.2749+0.7504i	-67.7765+0.7504i	-80.6423+0.7504i	-64.6542+0.7504i	-93.1265+0.7504i
0.8917	-70.4289+0.7504i	-83.5590+0.7504i	-70.0587+0.7504i	-110.2324+0.7504i	-67.8137+0.7504i	-80.6087+0.7504i	-64.7130+0.7504i	-93.0899+0.7504i
0.8938	-70.4323+0.7504i	-83.6913+0.7504i	-70.0409+0.7504i	-109.9524+0.7504i	-67.8049+0.7504i	-80.6834+0.7504i	-64.8252+0.7504i	-93.0850+0.7504i
0.8958	-70.4271+0.7504i	-83.7645+0.7504i	-70.0231+0.7504i	-110.0025+0.7504i	-67.8475+0.7504i	-80.6757+0.7504i	-64.9064+0.7504i	-93.0261+0.7504i
0.8979	-70.4254+0.7504i	-83.8973+0.7504i	-70.0124+0.7504i	-109.7108+0.7504i	-67.8729+0.7504i	-80.7582+0.7504i	-64.9990+0.7504i	-92.9996+0.7504i
0.9000	-70.3926+0.7504i	-83.7409+0.7504i	-69.9659+0.7504i	-110.8616+0.7504i	-67.9351+0.7504i	-80.4417+0.7504i	-64.9557+0.7504i	-92.8835+0.7504i
0.9021	-70.3678+0.7504i	-83.7020+0.7504i	-69.9225+0.7504i	-111.8570+0.7504i	-68.0022+0.7504i	-80.2137+0.7504i	-64.9402+0.7504i	-92.8252+0.7504i
0.9042	-70.3438+0.7504i	-83.5362+0.7504i	-69.8781+0.7504i	-113.3862+0.7504i	-68.0593+0.7504i	-79.9800+0.7504i	-64.9742+0.7504i	-92.7105+0.7504i
0.9063	-70.3152+0.7504i	-83.3997+0.7504i	-69.8443+0.7504i	-115.1313+0.7504i	-68.1253+0.7504i	-79.7750+0.7504i	-64.9751+0.7504i	-92.5900+0.7504i
0.9083	-70.2961+0.7504i	-83.2780+0.7504i	-69.8085+0.7504i	-117.4812+0.7504i	-68.1874+0.7504i	-79.5378+0.7504i	-64.9794+0.7504i	-92.4932+0.7504i
0.9104	-70.2704+0.7504i	-83.0809+0.7504i	-69.7806+0.7504i	-120.9375+0.7504i	-68.2648+0.7504i	-79.3287+0.7504i	-65.0657+0.7504i	-92.2864+0.7504i
0.9125	-70.2514+0.7504i	-82.9198+0.7504i	-69.7507+0.7504i	-127.8820+0.7504i	-68.3192+0.7504i	-79.0663+0.7504i	-65.0580+0.7504i	-92.1762+0.7504i
0.9146	-70.2294+0.7504i	-82.7419+0.7504i	-69.7191+0.7504i	-157.7284+0.7504i	-68.3752+0.7504i	-78.8361+0.7504i	-64.9432+0.7504i	-92.1425+0.7504i
0.9167	-70.2013+0.7504i	-82.4744+0.7504i	-69.6861+0.7504i	-126.1170+0.7504i	-68.4187+0.7504i	-78.6164+0.7504i	-64.9382+0.7504i	-91.9997+0.7504i
0.9187	-70.1861+0.7504i	-82.2893+0.7504i	-69.6509+0.7504i	-120.1601+0.7504i	-68.4686+0.7504i	-78.3690+0.7504i	-64.8982+0.7504i	-91.9165+0.7504i
0.9208	-70.1681+0.7504i	-82.1071+0.7504i	-69.6232+0.7504i	-116.4834+0.7504i	-68.5172+0.7504i	-78.1748+0.7504i	-64.8937+0.7504i	-91.7989+0.7504i
0.9229	-70.1561+0.7504i	-81.8067+0.7504i	-69.5888+0.7504i	-114.2263+0.7504i	-68.5674+0.7504i	-77.9554+0.7504i	-64.9088+0.7504i	-91.7017+0.7504i
0.9250	-70.1366+0.7504i	-81.7589+0.7504i	-69.5588+0.7504i	-112.0718+0.7504i	-68.6136+0.7504i	-77.7474+0.7504i	-64.8694+0.7504i	-91.5826+0.7504i
0.9271	-70.1170+0.7504i	-81.5291+0.7504i	-69.5224+0.7504i	-110.4407+0.7504i	-68.6726+0.7504i	-77.5868+0.7504i	-64.8436+0.7504i	-91.5208+0.7504i
0.9292	-70.1018+0.7504i	-81.3025+0.7504i	-69.4941+0.7504i	-108.9464+0.7504i	-68.7154+0.7504i	-77.3692+0.7504i	-64.8299+0.7504i	-91.3969+0.7504i
0.9313	-70.0861+0.7504i	-81.1059+0.7504i	-69.4595+0.7504i	-107.7669+0.7504i	-68.7758+0.7504i	-77.1920+0.7504i	-64.8276+0.7504i	-91.2951+0.7504i
0.9333	-70.0683+0.7504i	-80.8307+0.7504i	-69.4316+0.7504i	-106.6599+0.7504i	-68.8221+0.7504i	-76.9874+0.7504i	-64.7776+0.7504i	-91.2009+0.7504i
0.9354	-70.0524+0.7504i	-80.6381+0.7504i	-69.4044+0.7504i	-105.7093+0.7504i	-68.8667+0.7504i	-76.8140+0.7504i	-64.7616+0.7504i	-91.1169+0.7504i
0.9375	-70.0361+0.7504i	-80.3670+0.7504i	-69.3670+0.7504i	-104.8447+0.7504i	-68.9206+0.7504i	-76.6379+0.7504i	-64.7358+0.7504i	-91.0468+0.7504i
0.9396	-70.0218+0.7504i	-80.1619+0.7504i	-69.3429+0.7504i	-104.0273+0.7504i	-68.9640+0.7504i	-76.4650+0.7504i	-64.7347+0.7504i	-90.9297+0.7504i
0.9417	-70.0051+0.7504i	-79.9079+0.7504i	-69.3088+0.7504i	-103.2167+0.7504i	-69.0266+0.7504i	-76.3009+0.7504i	-64.6896+0.7504i	-90.8267+0.7504i
0.9437	-69.9942+0.7504i	-79.6880+0.7504i	-69.2867+0.7504i	-102.5616+0.7504i	-69.0833+0.7504i	-76.1311+0.7504i	-64.6679+0.7504i	-90.7499+0.7504i
0.9458	-69.9870+0.7504i	-79.4521+0.7504i	-69.2588+0.7504i	-101.8515+0.7504i	-69.1353+0.7504i	-75.9623+0.7504i	-64.6490+0.7504i	-90.6425+0.7504i
0.9479	-69.9722+0.7504i	-79.2510+0.7504i	-69.2358+0.7504i	-101.2557+0.7504i	-69.1996+0.7504i	-75.8249+0.7504i	-64.6265+0.7504i	-90.5585+0.7504i
0.9500	-69.9634+0.7504i	-79.0063+0.7504i	-69.2073+0.7504i	-100.6376+0.7504i	-69.2451+0.7504i	-75.6552+0.7504i	-64.6181+0.7504i	-90.4590+0.7504i
0.9521	-69.9521+0.7504i	-78.7923+0.7504i	-69.1873+0.7504i	-100.1199+0.7504i	-69.3061+0.7504i	-75.5301+0.7504i	-64.5985+0.7504i	-90.3818+0.7504i
0.9542	-69.9415+0.7504i	-78.5588+0.7504i	-69.1628+0.7504i	-99.5686+0.7504i	-69.3679+0.7504i	-75.3625+0.7504i	-64.5571+0.7504i	-90.2800+0.7504i
0.9563	-69.9230+0.7504i	-78.3444+0.7504i	-69.1459+0.7504i	-99.1337+0.7504i	-69.4340+0.7504i	-75.2397+0.7504i	-64.5251+0.7504i	-90.1761+0.7504i
0.9583	-69.9188+0.7504i	-78.0586+0.7504i	-69.1221+0.7504i	-98.5845+0.7504i	-69.4928+0.7504i	-75.0816+0.7504i	-64.4861+0.7504i	-90.0937+0.7504i
0.9604	-69.9059+0.7504i	-77.8305+0.7504i	-69.0956+0.7504i	-98.1301+0.7504i	-69.5618+0.7504i	-74.9680+0.7504i	-64.4481+0.7504i	-90.0223+0.7504i
0.9625	-69.8851+0.7504i	-77.6074+0.7504i	-69.0743+0.7504i	-97.6821+0.7504i	-69.6189+0.7504i	-74.8222+0.7504i	-64.3820+0.7504i	-89.9217+0.7504i
0.9646	-69.9003+0.7504i	-77.3776+0.7504i	-69.0633+0.7504i	-97.2632+0.7504i	-69.6823+0.7504i	-74.6988+0.7504i	-64.4184+0.7504i	-89.8376+0.7504i
0.9667	-69.9012+0.7504i	-77.1200+0.7504i	-69.0390+0.7504i	-96.8472+0.7504i	-69.7525+0.7504i	-74.5647+0.7504i	-64.4092+0.7504i	-89.7512+0.7504i
0.9688	-69.8794+0.7504i	-76.8350+0.7504i	-69.0153+0.7504i	-96.4168+0.7504i	-69.8241+0.7504i	-74.3933+0.7504i	-64.4316+0.7504i	-89.6173+0.7504i
0.9708	-69.8977+0.7504i	-76.6242+0.7504i	-68.9958+0.7504i	-96.0398+0.7504i	-69.8857+0.7504i	-74.2768+0.7504i	-64.4251+0.7504i	-89.5360+0.7504i
0.9729	-69.8750+0.7504i	-76.3610+0.7504i	-68.9811+0.7504i	-95.6553+0.7504i	-69.9439+0.7504i	-74.2108+0.7504i	-64.4000+0.7504i	-89.4688+0.7504i
0.9750	-69.8687+0.7504i	-76.0959+0.7504i	-68.9665+0.7504i	-95.2665+0.7504i	-70.0157+0.7504i	-74.0708+0.7504i	-64.4033+0.7504i	-89.3755+0.7504i
0.9771	-69.8555+0.7504i	-75.8534+0.7504i	-68.9563+0.7504i	-94.9377+0.7504i	-70.0791+0.7504i	-73.9806+0.7504i	-64.3654+0.7504i	-89.3023+0.7504i
0.9792	-69.8767+0.7504i	-75.6410+0.7504i	-68.9382+0.7504i	-94.5771+0.7504i	-70.1469+0.7504i	-73.8651+0.7504i	-64.3571+0.7504i	-89.2160+0.7504i
0.9812	-69.8648+0.7504i	-75.3856+0.7504i	-68.9314+0.7504i	-94.2337+0.7504i	-70.2117+0.7504i	-73.7776+0.7504i	-64.3095+0.7504i	-89.1721+0.7504i
0.9833	-69.8894+0.7504i	-75.1741+0.7504i	-68.9219+0.7504i	-93.8932+0.7504i	-70.2770+0.7504i	-73.6709+0.7504i	-64.3466+0.7504i	-89.0867+0.7504i
0.9854	-69.8909+0.7504i	-74.9489+0.7504i	-68.9169+0.7504i	-93.5955+0.7504i	-70.3409+0.7504i	-73.6054+0.7504i	-64.2951+0.7504i	-89.0523+0.7504i
0.9875	-69.9088+0.7504i	-74.7330+0.7504i	-68.9072+0.7504i	-93.2691+0.7504i	-70.4186+0.7504i	-73.5057+0.7504i	-64.2865+0.7504i	-88.9762+0.7504i
0.9896	-69.9190+0.7504i	-74.4932+0.7504i	-68.9168+0.7504i	-92.9457+0.7504i	-70.4703+0.7504i	-73.4085+0.7504i	-64.2633+0.7504i	-88.9021+0.7504i
0.9917	-69.9353+0.7504i	-74.2471+0.7504i	-68.9261+0.7504i	-92.6043+0.7504i	-70.5311+0.7504i	-73.2962+0.7504i	-64.2199+0.7504i	-88.8132+0.7504i
0.9938	-69.9520+0.7504i	-74.0008+0.7504i	-68.9384+0.7504i	-92.2748+0.7504i	-70.5969+0.7504i	-73.1907+0.7504i	-64.1572+0.7504i	-88.7485+0.7504i
0.9958	-69.9681+0.7504i	-73.7698+0.7504i	-68.9504+0.7504i	-91.9585+0.7504i	-70.6553+0.7504i	-73.0889+0.7504i	-64.1436+0.7504i	-88.6612+0.7504i
0.9979	-69.9934+0.7504i	-73.5630+0.7504i	-68.9671+0.7504i	-91.6817+0.7504i	-70.7012+0.7504i	-73.0114+0.7504i	-64.1474+0.7504i	-88.6019+0.7504i
1.0000	-70.0097+0.7504i	-73.3169+0.7504i	-68.9827+0.7504i	-91.3796+0.7504i	-70.7679+0.7504i	-72.9080+0.7504i	-64.1149+0.7504i	-88.5242+0.7504i
1.0021	-70.0325+0.7504i	-73.1107+0.7504i	-69.0028+0.7504i	-91.1059+0.7504i	-70.8160+0.7504i	-72.8393+0.7504i	-64.0724+0.7504i	-88.4767+0.7504i
1.0042	-70.0720+0.7504i	-72.9096+0.7504i	-69.0233+0.7504i	-90.8163+0.7504i	-70.8806+0.7504i	-72.7431+0.7504i	-64.0321+0.7504i	-88.3969+0.7504i
1.0063	-70.1006+0.7504i	-72.7080+0.7504i	-69.0487+0.7504i	-90.5614+0.7504i	-70.9288+0.7504i	-72.7074+0.7504i	-64.0491+0.7504i	-88.3201+0.7504i
1.0083	-70.1435+0.7504i	-72.5120+0.7504i	-69.0737+0.7504i	-90.2876+0.7504i	-70.9967+0.7504i	-72.6117+0.7504i	-64.0279+0.7504i	-88.2612+0.7504i
1.0104	-70.1723+0.7504i	-72.3137+0.7504i	-69.0983+0.7504i	-90.0377+0.7504i	-71.0537+0.7504i	-72.5459+0.7504i	-63.9645+0.7504i	-88.2147+0.7504i
1.0125	-70.2110+0.7504i	-72.1066+0.7504i	-69.1294+0.7504i	-89.7760+0.7504i	-71.1155+0.7504i	-72.4696+0.7504i	-63.9450+0.7504i	-88.1376+0.7504i
1.0146	-70.2576+0.7504i	-71.9273+0.7504i	-69.1646+0.7504i	-89.5454+0.7504i	-71.1778+0.7504i	-72.4154+0.7504i	-63.9574+0.7504i	-88.0698+0.7504i
1.0167	-70.2922+0.7504i	-71.7207+0.7504i	-69.2003+0.7504i	-89.3004+0.7504i	-71.2440+0.7504i	-72.3404+0.7504i	-63.9307+0.7504i	-88.0073+0.7504i
1.0188	-70.3444+0.7504i	-71.5523+0.7504i	-69.2341+0.7504i	-89.0653+0.7504i	-71.3066+0.7504i	-72.2838+0.7504i	-63.9521+0.7504i	-87.9424+0.7504i
1.0208	-70.3901+0.7504i	-71.3611+0.7504i	-69.2731+0.7504i	-88.8328+0.7504i	-71.3776+0.7504i	-72.2017+0.7504i	-63.9245+0.7504i	-87.8770+0.7504i
1.0229	-70.4451+0.7504i	-71.1918+0.7504i	-69.3178+0.7504i	-88.6190+0.7504i	-71.4351+0.7504i	-72.1485+0.7504i	-63.9125+0.7504i	-87.8274+0.7504i
1.0250	-70.4717+0.7504i	-71.0137+0.7504i	-69.3626+0.7504i	-88.3962+0.7504i	-71.5011+0.7504i	-72.0813+0.7504i	-63.8382+0.7504i	-87.7644+0.7504i
1.0271	-70.5348+0.7504i	-70.8481+0.7504i	-69.4123+0.7504i	-88.1952+0.7504i	-71.5640+0.7504i	-72.0258+0.7504i	-63.8156+0.7504i	-87.7200+0.7504i
1.0292	-70.6324+0.7504i	-70.6887+0.7504i	-69.4609+0.7504i	-87.9760+0.7504i	-71.6425+0.7504i	-71.9611+0.7504i	-63.8930+0.7504i	-87.6555+0.7504i
1.0313	-70.6822+0.7504i	-70.5279+0.7504i	-69.5176+0.7504i	-87.7874+0.7504i	-71.6977+0.7504i	-71.9057+0.7504i	-63.8318+0.7504i	-87.6242+0.7504i
1.0333	-70.7717+0.7504i	-70.3749+0.7504i	-69.5831+0.7504i	-87.5863+0.7504i	-71.7748+0.7504i	-71.8444+0.7504i	-63.8527+0.7504i	-87.5698+0.7504i
1.0354	-70.8415+0.7504i	-70.2241+0.7504i	-69.6447+0.7504i	-87.4028+0.7504i	-71.8417+0.7504i	-71.7997+0.7504i	-63.7323+0.7504i	-87.5943+0.7504i
1.0375	-70.9150+0.7504i	-70.0505+0.7504i	-69.7174+0.7504i	-87.2073+0.7504i	-71.9171+0.7504i	-71.7385+0.7504i	-63.7459+0.7504i	-87.5299+0.7504i
1.0396	-71.0014+0.7504i	-69.9078+0.7504i	-69.7917+0.7504i	-87.0322+0.7504i	-71.9786+0.7504i	-71.6902+0.7504i	-63.5673+0.7504i	-87.5867+0.7504i
1.0417	-71.0844+0.7504i	-69.7490+0.7504i	-69.8744+0.7504i	-86.8461+0.7504i	-72.0614+0.7504i	-71.6343+0.7504i	-63.5765+0.7504i	-87.5353+0.7504i
1.0437	-71.1772+0.7504i	-69.6130+0.7504i	-69.9564+0.7504i	-86.6806+0.7504i	-72.1089+0.7504i	-71.5660+0.7504i	-63.5379+0.7504i	-87.5201+0.7504i
1.0458	-71.2804+0.7504i	-69.4751+0.7504i	-70.0391+0.7504i	-86.5009+0.7504i	-72.1726+0.7504i	-71.4873+0.7504i	-63.4856+0.7504i	-87.5048+0.7504i
1.0479	-71.3788+0.7504i	-69.3419+0.7504i	-70.1301+0.7504i	-86.3430+0.7504i	-72.2189+0.7504i	-71.4333+0.7504i	-63.4949+0.7504i	-87.4707+0.7504i
1.0500	-71.4290+0.7504i	-69.3139+0.7504i	-70.1923+0.7504i	-86.3079+0.7504i	-72.2854+0.7504i	-71.4289+0.7504i	-63.4937+0.7504i	-87.4561+0.7504i
1.0521	-71.3964+0.7504i	-69.3503+0.7504i	-70.2267+0.7504i	-86.3680+0.7504i	-72.2574+0.7504i	-71.5336+0.7504i	-63.3605+0.7504i	-87.5513+0.7504i
1.0542	-71.4272+0.7504i	-69.3302+0.7504i	-70.2804+0.7504i	-86.3513+0.7504i	-72.3029+0.7504i	-71.5585+0.7504i	-63.3339+0.7504i	-87.5508+0.7504i
1.0562	-71.4744+0.7504i	-69.3247+0.7504i	-70.3412+0.7504i	-86.3424+0.7504i	-72.3402+0.7504i	-71.6014+0.7504i	-63.3438+0.7504i	-87.5511+0.7504i
1.0583	-72.0839+0.7504i	-69.2411+0.7504i	-71.0776+0.7504i	-85.7158+0.7504i	-71.8687+0.7504i	-71.6611+0.7504i	-62.5783+0.7504i	-88.4915+0.7504i
1.0604	-72.0446+0.7504i	-69.2951+0.7504i	-71.1035+0.7504i	-85.7879+0.7504i	-71.8542+0.7504i	-71.7465+0.7504i	-62.4725+0.7504i	-88.5632+0.7504i
1.0625	-72.0737+0.7504i	-69.2820+0.7504i	-71.1466+0.7504i	-85.7907+0.7504i	-71.9147+0.7504i	-71.7693+0.7504i	-62.4877+0.7504i	-88.5420+0.7504i
1.0646	-72.0806+0.7504i	-69.2977+0.7504i	-71.1899+0.7504i	-85.8200+0.7504i	-71.9319+0.7504i	-71.8120+0.7504i	-62.4727+0.7504i	-88.5507+0.7504i
1.0667	-72.0992+0.7504i	-69.3035+0.7504i	-71.2320+0.7504i	-85.8352+0.7504i	-71.9664+0.7504i	-71.8296+0.7504i	-62.4455+0.7504i	-88.5496+0.7504i
1.0688	-72.0346+0.7504i	-69.3924+0.7504i	-71.2376+0.7504i	-85.9530+0.7504i	-71.9273+0.7504i	-71.9563+0.7504i	-62.2884+0.7504i	-88.6914+0.7504i
1.0708	-72.0481+0.7504i	-69.3957+0.7504i	-71.2747+0.7504i	-85.9767+0.7504i	-71.9618+0.7504i	-71.9832+0.7504i	-62.2777+0.7504i	-88.6910+0.7504i
1.0729	-72.0412+0.7504i	-69.4275+0.7504i	-71.3077+0.7504i	-86.0277+0.7504i	-71.9786+0.7504i	-72.0446+0.7504i	-62.2279+0.7504i	-88.7286+0.7504i
1.0750	-72.0433+0.7504i	-69.4508+0.7504i	-71.3447+0.7504i	-86.0651+0.7504i	-71.9992+0.7504i	-72.0827+0.7504i	-62.1831+0.7504i	-88.7475+0.7504i
1.0771	-71.9750+0.7504i	-69.6683+0.7504i	-71.4084+0.7504i	-86.2320+0.7504i	-71.7879+0.7504i	-72.2355+0.7504i	-61.8991+0.7504i	-89.0880+0.7504i
1.0792	-71.2111+0.7504i	-69.8922+0.7504i	-70.6170+0.7504i	-87.2191+0.7504i	-72.1921+0.7504i	-72.3991+0.7504i	-62.4451+0.7504i	-88.2091+0.7504i
1.0813	-71.0815+0.7504i	-70.1151+0.7504i	-70.5802+0.7504i	-87.5377+0.7504i	-72.0528+0.7504i	-72.5633+0.7504i	-62.3054+0.7504i	-88.3595+0.7504i
1.0833	-70.9504+0.7504i	-70.3337+0.7504i	-70.5500+0.7504i	-87.8437+0.7504i	-71.9240+0.7504i	-72.7152+0.7504i	-62.1424+0.7504i	-88.5048+0.7504i
1.0854	-70.8127+0.7504i	-70.5568+0.7504i	-70.5332+0.7504i	-88.1834+0.7504i	-71.7940+0.7504i	-72.9090+0.7504i	-61.9789+0.7504i	-88.6669+0.7504i
1.0875	-70.6820+0.7504i	-70.7663+0.7504i	-70.5244+0.7504i	-88.5237+0.7504i	-71.6726+0.7504i	-73.0883+0.7504i	-61.7904+0.7504i	-88.8157+0.7504i
1.0896	-70.5744+0.7504i	-70.9957+0.7504i	-70.5222+0.7504i	-88.8782+0.7504i	-71.5374+0.7504i	-73.2935+0.7504i	-61.6583+0.7504i	-88.9844+0.7504i
1.0917	-70.4959+0.7504i	-71.2184+0.7504i	-70.5168+0.7504i	-89.2067+0.7504i	-71.4120+0.7504i	-73.4824+0.7504i	-61.5630+0.7504i	-89.1473+0.7504i
1.0938	-70.3888+0.7504i	-71.4468+0.7504i	-70.5055+0.7504i	-89.5446+0.7504i	-71.2786+0.7504i	-73.6958+0.7504i	-61.4054+0.7504i	-89.3222+0.7504i
1.0958	-70.3025+0.7504i	-71.6608+0.7504i	-70.5180+0.7504i	-89.9027+0.7504i	-71.1605+0.7504i	-73.9317+0.7504i	-61.3039+0.7504i	-89.4902+0.7504i
1.0979	-70.2223+0.7504i	-71.8936+0.7504i	-70.5126+0.7504i	-90.2421+0.7504i	-71.0196+0.7504i	-74.1557+0.7504i	-61.1949+0.7504i	-89.6640+0.7504i
1.1000	-70.1582+0.7504i	-72.1261+0.7504i	-70.5369+0.7504i	-90.6144+0.7504i	-70.8925+0.7504i	-74.3950+0.7504i	-61.0750+0.7504i	-89.8507+0.7504i
1.1021	-70.0875+0.7504i	-72.3531+0.7504i	-70.5421+0.7504i	-90.9741+0.7504i	-70.7592+0.7504i	-74.6563+0.7504i	-60.9739+0.7504i	-90.0480+0.7504i
1.1042	-70.0165+0.7504i	-72.5655+0.7504i	-70.5657+0.7504i	-91.3538+0.7504i	-70.6336+0.7504i	-74.9106+0.7504i	-60.8712+0.7504i	-90.2271+0.7504i
1.1062	-69.9602+0.7504i	-72.8043+0.7504i	-70.5785+0.7504i	-91.7347+0.7504i	-70.4927+0.7504i	-75.1943+0.7504i	-60.7673+0.7504i	-90.4388+0.7504i
1.1083	-69.9008+0.7504i	-73.0212+0.7504i	-70.6074+0.7504i	-92.1311+0.7504i	-70.3674+0.7504i	-75.4763+0.7504i	-60.6830+0.7504i	-90.6323+0.7504i
1.1104	-69.8460+0.7504i	-73.2614+0.7504i	-70.6402+0.7504i	-92.5483+0.7504i	-70.2237+0.7504i	-75.7888+0.7504i	-60.5856+0.7504i	-90.8618+0.7504i
1.1125	-69.8078+0.7504i	-73.4921+0.7504i	-70.6752+0.7504i	-92.9541+0.7504i	-70.0965+0.7504i	-76.0843+0.7504i	-60.4926+0.7504i	-91.0588+0.7504i
1.1146	-69.7607+0.7504i	-73.7259+0.7504i	-70.7105+0.7504i	-93.3970+0.7504i	-69.9574+0.7504i	-76.4219+0.7504i	-60.4204+0.7504i	-91.2803+0.7504i
1.1167	-69.7213+0.7504i	-73.9537+0.7504i	-70.7519+0.7504i	-93.8307+0.7504i	-69.8949+0.7504i	-76.7382+0.7504i	-60.3364+0.7504i	-91.4980+0.7504i
1.1187	-69.6959+0.7504i	-74.1745+0.7504i	-70.8040+0.7504i	-94.2858+0.7504i	-69.7493+0.7504i	-77.0801+0.7504i	-60.2699+0.7504i	-91.7182+0.7504i
1.1208	-69.6728+0.7504i	-74.4003+0.7504i	-70.8539+0.7504i	-94.7672+0.7504i	-69.5461+0.7504i	-77.4077+0.7504i	-60.1976+0.7504i	-91.9438+0.7504i
1.1229	-69.6487+0.7504i	-74.6433+0.7504i	-70.9074+0.7504i	-95.3053+0.7504i	-69.4209+0.7504i	-77.8019+0.7504i	-60.1365+0.7504i	-92.1966+0.7504i
1.1250	-69.6263+0.7504i	-74.8578+0.7504i	-70.9546+0.7504i	-95.8670+0.7504i	-69.3219+0.7504i	-78.1873+0.7504i	-60.0732+0.7504i	-92.4373+0.7504i
1.1271	-69.6058+0.7504i	-75.0821+0.7504i	-71.0143+0.7504i	-96.4249+0.7504i	-69.1734+0.7504i	-78.6039+0.7504i	-60.0252+0.7504i	-92.6919+0.7504i
1.1292	-69.5888+0.7504i	-75.2936+0.7504i	-71.0826+0.7504i	-96.9316+0.7504i	-69.0383+0.7504i	-79.0346+0.7504i	-59.9724+0.7504i	-92.9324+0.7504i
1.1313	-69.5734+0.7504i	-75.5209+0.7504i	-71.1446+0.7504i	-97.5670+0.7504i	-68.8946+0.7504i	-79.4951+0.7504i	-59.9206+0.7504i	-93.2084+0.7504i
1.1333	-69.5687+0.7504i	-75.7315+0.7504i	-71.2141+0.7504i	-98.1569+0.7504i	-68.7415+0.7504i	-79.9242+0.7504i	-59.8724+0.7504i	-93.4639+0.7504i
1.1354	-69.5654+0.7504i	-75.9519+0.7504i	-71.2825+0.7504i	-98.8296+0.7504i	-68.6028+0.7504i	-80.4542+0.7504i	-59.8368+0.7504i	-93.7473+0.7504i
1.1375	-69.5647+0.7504i	-76.1647+0.7504i	-71.3487+0.7504i	-99.5024+0.7504i	-68.4484+0.7504i	-80.9653+0.7504i	-59.8121+0.7504i	-94.0145+0.7504i
1.1396	-69.5693+0.7504i	-76.3826+0.7504i	-71.4246+0.7504i	-100.2392+0.7504i	-68.3005+0.7504i	-81.5194+0.7504i	-59.8020+0.7504i	-94.3042+0.7504i
